Date,Id,Descr,Active,Color,CycleName,Page,Event_ID
"10/10/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"10/11/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"10/12/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"10/13/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/14/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/15/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/16/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/17/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/18/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/19/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"5 on 1 off",3,0
"10/22/99 00:00:00",1,"Activity Rest - Very easy & limited activity. 20 - 30 mins of light training.",0,4227327,"3 Day Cycl",2,0
"10/23/99 00:00:00",1,"Complete Rest - No activity",0,16777088,"3 Day Cycl",2,0
"10/24/99 00:00:00",1,"Complete Rest - No activity",0,16777088,"3 Day Cycl",2,0
"10/25/99 00:00:00",1,"Train Easy - High cadance group ride.",0,65280,"3 Day Cycl",2,0
"10/26/99 00:00:00",1,"Train Moderate - 1 to 1 1/2 hours, Sprints, moderate intervals.",0,16744448,"3 Day Cycl",2,0
"10/27/99 00:00:00",1,"Peak Performance -  ******** GO FOR IT *********",0,255,"3 Day Cycl",2,0
"09/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/07/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/08/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/09/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/10/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/11/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/12/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/05/99 00:00:00",1,"Activity Rest - Very easy & limited activity. 20 - 30 mins of light training.",2,4227327,"3 Week Cyc",1,0
"04/06/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"3 Week Cyc",1,0
"04/07/99 00:00:00",1,"Complete Rest - No activity",2,16777088,"3 Week Cyc",1,0
"04/08/99 00:00:00",1,"Train Easy - High cadance group ride.",2,65280,"3 Week Cyc",1,0
"04/14/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"04/15/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"04/16/02 00:00:00",1,"Activity Rest - Very easy & limited activity. 20 - 30 mins of light training.",3,8421631,"3 Month Cy",1,14
"04/17/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"04/18/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"04/19/02 00:00:00",1,"Train Easy - High cadance group ride.",3,16744703,"3 Month Cy",1,14
"04/20/02 00:00:00",1,"Train Moderate - 1 to 1 1/2 hours, Sprints, moderate intervals.",3,16744448,"3 Month Cy",1,14
"04/21/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/22/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/23/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/24/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/25/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/26/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/09/99 00:00:00",1,"Train Moderate - 1 to 1 1/2 hours, Sprints, moderate intervals.",2,16744448,"3 Week Cyc",1,0
"04/10/99 00:00:00",1,"Peak Performance -  ******** GO FOR IT *********",2,255,"3 Week Cyc",1,0
"09/08/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/09/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/10/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/11/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/12/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/13/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/14/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/15/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/16/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"09/17/99 00:00:00",1,"Regular Training - Normal training schedule.",2,16744703,"5 on 1 off",3,0
"08/11/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/12/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/13/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/14/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/15/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/16/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/17/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/18/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/19/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/20/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/21/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/22/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/23/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/24/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/25/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/30/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"08/31/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"09/01/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"09/02/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"09/03/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"09/04/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"09/05/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"05/12/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/13/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/14/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/15/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/16/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/17/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/18/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/19/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/20/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/21/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/22/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/23/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/24/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/25/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/30/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/31/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/01/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/02/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/03/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/04/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/05/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/07/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/08/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/09/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/10/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/11/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/12/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"06/13/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"03/22/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/23/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/24/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/25/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/30/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"03/31/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/01/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/02/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/03/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/04/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/05/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/07/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/08/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"04/27/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/28/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/29/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"04/30/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/01/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/02/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/03/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/04/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/05/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/06/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/07/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"09/13/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/14/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/15/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/16/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/17/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/18/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/19/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/20/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/21/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/22/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"05/08/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/09/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/10/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/11/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/12/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/13/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/14/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/15/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/16/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/17/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"05/18/02 00:00:00",1,"Activity Rest - Very easy & limited activity. 20 - 30 mins of light training.",3,8421631,"3 Month Cy",1,14
"05/19/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"05/20/02 00:00:00",1,"Complete Rest - No activity.",3,16777088,"3 Month Cy",1,14
"05/21/02 00:00:00",1,"Regular Training - Normal training schedule.",3,16744576,"3 Month Cy",1,14
"09/23/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/24/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/25/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"09/30/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/01/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/02/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/03/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/04/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/05/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/07/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/08/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/09/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/10/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"10/11/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/12/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/13/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/14/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/15/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/16/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"10/17/99 00:00:00",1,"Complete Rest - No activity",1,16777088,"5 on 1 off",3,0
"07/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/30/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/31/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/01/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/02/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/03/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/04/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/05/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/07/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/08/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/09/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"08/10/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/14/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/15/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/16/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/17/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/18/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/19/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/20/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/21/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/22/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/23/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/24/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/25/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/26/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/27/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/28/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/29/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"06/30/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/01/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/02/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/03/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/04/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/05/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
"07/06/99 00:00:00",1,"Regular Training - Normal training schedule.",1,16744703,"5 on 1 off",3,0
